id,Questions,category,category_name,,,,,
,크레스티드 게코를 합사하면 좋을까?,다른 종과의 합사,enshrining_together,,,,,
,크레스티드 게코를 여러마리 합사 하고 싶어,다른 종과의 합사,enshrining_together,,,,,
,크레스티드 게코가 혼자 있으니까 외로워 보여,다른 종과의 합사,enshrining_together,,,,,
,크레스티드 게코가 혼자 있어서 합사를 생각중이야,다른 종과의 합사,enshrining_together,,,,,
,크레스티드 게코 합사 어떻게 생각해?,다른 종과의 합사,enshrining_together,,,,,
34,크레스티드 게코 온도 관리는 어떻게 해줘야해?,온도 관리,temperature,,,,,
,크레스티드 게코 적정 온도를 알려줄래?,온도 관리,temperature,,,,,
,크레스티드 게코 온도를 몇으로 맞출까?,온도 관리,temperature,,,,,
,크레스티드 게코 평균 온도를 알려줄래?,온도 관리,temperature,,,,,
,크레스티드 게코 온도 관리하는 방법 알려줘,온도 관리,temperature,,,,,
,크레스티드 게코 적정 온도 알려줘,온도 관리,temperature,,,,,
,크레스티드 게코 겨울 관리 방법,온도 관리,temperature,,,,,
,겨울 관리 방법,온도 관리,temperature,,,,,
,겨울철 나는 방법,온도 관리,temperature,,,,,
,크레스티드 게코 여름 관리 방법,온도 관리,temperature,,,,,
,여름 관리 방법,온도 관리,temperature,,,,,
,여름철 나는 방법,온도 관리,temperature,,,,,
35,크레스티드 게코 적정 습도를 알려줄래?,습도 관리,humidity,,,,,
,크레스티드 게코 습도를 몇으로 맞출까?,습도 관리,humidity,,,,,
,크레스티드 게코 평균 습도를 알려줄래?,습도 관리,humidity,,,,,
,크레스티드 게코 습도 관리하는 방법 알려줘,습도 관리,humidity,,,,,
,크레스티드 게코 적정 습도 알려줘,습도 관리,humidity,,,,,
36,크레스티드 게코 조명은 어떻게 하면 좋을까?,조명 관리,lighting,,,,,
,크레스티드 게코 조명은 끄는게 좋을까?,조명 관리,lighting,,,,,
,크레스티드 게코 조명은 켜는게 좋을까?,조명 관리,lighting,,,,,
,크레스티드 게코 조명은 어떤 상태가 좋아?,조명 관리,lighting,,,,,
,크레스티드 게코 조명 상태에 대해서 알려줘,조명 관리,lighting,,,,,
,크레스티드 게코 조명 관리 하는 방법 알려줘,조명 관리,lighting,,,,,
,크레스티드 게코 조명 관리 하는 방법 설명해줘,조명 관리,lighting,,,,,
37,집 청소하는 방법 알려줘,청소 관리,cleaning,,,,,
,사육장 청소하는 방법 알려줘,청소 관리,cleaning,,,,,
,청소하는 방법 알려줘,청소 관리,cleaning,,,,,
,사육장 깨끗하게 하는 방법 알려줘,청소 관리,cleaning,,,,,
,청소 주기는 어떻게 돼?,청소 관리,cleaning,,,,,
38,크레스티드 게코 먹이에 대해서 알려줘,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코는 무엇을 먹나요?,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코는 주로 무엇을 먹나요?,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 주식이 뭐에요?,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 밥에 대해서 설명해주세요.,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코는 무엇을 먹는걸 좋아하나요?,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 영양은 어떻게 챙기나요?,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 건강에 대해서 알려주세요.,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 밥,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 먹이,"먹이의 급여와
영양관리",food,,,,,
,크레스티드 게코 먹이 무엇,"먹이의 급여와
영양관리",food,,,,,
39,귀뚜라미 먹이에 대해서 설명해줘,귀뚜라미 먹이,cricket_food,,,,,
,귀뚜라미는 어떻게 먹이나요?,귀뚜라미 먹이,cricket_food,,,,,
,귀뚜라미 급여 방법에 대해서 설명해주세요,귀뚜라미 먹이,cricket_food,,,,,
,귀뚜라미 먹이 주는 방법 알려주세요. ,귀뚜라미 먹이,cricket_food,,,,,
,귀뚜라미 맛있나요?,귀뚜라미 먹이,cricket_food,,,,,
40,귀뚜라미 관리 방법 알려주세요.,귀뚜라미 관리,cricket_manage,,,,,
,귀뚜라미 관리 어떻게 하나요?,귀뚜라미 관리,cricket_manage,,,,,
,귀뚜라미 키우는 방법 알려주세요.,귀뚜라미 관리,cricket_manage,,,,,
,귀뚜라미 어떻게 키우나요?,귀뚜라미 관리,cricket_manage,,,,,
,귀뚜라미는 얼마나 살 수 있죠?,귀뚜라미 관리,cricket_manage,,,,,
42,크레스티드 게코 먹이 급여 횟수에 대해서 알려줘,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 급여 횟수에 대해서 설명해줘,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 급여 횟수가 어떻게 돼?,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 급여 몇번 줘야 돼?,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 급여 횟수를 설명해 줄 수 있어?,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 급여 횟수,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 양,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 횟수,먹이급여횟수,food_number,,,,,
,크레스티드 게코 밥 양,먹이급여횟수,food_number,,,,,
,크레스티드 게코 먹이 얼마나,먹이급여횟수,food_number,,,,,
,크레스티드 게코 언제 줘야하나요,먹이급여횟수,food_number,,,,,
,크레스티드 게코 언제 줘야하나요,먹이급여횟수,food_number,,,,,
,먹이급여 횟수,먹이급여횟수,food_number,,,,,
,먹이급여횟수,먹이급여횟수,food_number,,,,,
,크레스티드 게코 수분 공급에 대해서 알려줘,수분 공급,feed_moisture,,,,,
,크레스티드 게코 수분 공급에 대해서 설명해줘,수분 공급,feed_moisture,,,,,
,크레스티드 게코 수분 공급 방법 알려주세요,수분 공급,feed_moisture,,,,,
,크레스티드 게코 수분 공급하는 방법 알려주세요.,수분 공급,feed_moisture,,,,,
,크레스티드 게코 수분 공급 어떻게 하나요?,수분 공급,feed_moisture,,,,,
,크레스티드 게코 물 주는 방법 알려주세요.,수분 공급,feed_moisture,,,,,
,크레스티드 게코 물 주고 싶어요.,수분 공급,feed_moisture,,,,,
,크레스티드 게코 물 주기,수분 공급,feed_moisture,,,,,
,물 주기,수분 공급,feed_moisture,,,,,
,물 주고 싶어요. ,수분 공급,feed_moisture,,,,,
,크레 물 주기,수분 공급,feed_moisture,,,,,
,크레 물 주고 싶어요,수분 공급,feed_moisture,,,,,
,크레스티드 게코가 아파요.,질병의 징후,disease,,,,,
,크레스티드 게코가 아픈데 어떻게해야 하나요?,질병의 징후,disease,,,,,
,우리 도마뱀이 아픈거 같아요.,질병의 징후,disease,,,,,
,크레스티드 게코가 질병에 노출 된거 같아요.,질병의 징후,disease,,,,,
,우리 도마뱀이 질병에 노출 된거 같아요.,질병의 징후,disease,,,,,
,크레스티드 게코 질병 징후에 대해서 설명해주세요.,질병의 징후,disease,,,,,
,크레스티드 게코 질병 징후는 어떤게 있나요?,질병의 징후,disease,,,,,
,우리 도마뱀이 아픈데 관리법을 알려주세요.,아픈 크레스티드 게코의 관리,sick,,,,,
,질병에 노출되었을때 관리 방법 알려주세요.,아픈 크레스티드 게코의 관리,sick,,,,,
,크레스티드 게코 질병에 노출되었을때 방법이 있나요?,아픈 크레스티드 게코의 관리,sick,,,,,
,"모프 정의에 대해서 설명해주세요,",모프의 정의,morph_define,,,,,
,모프 정의가 뭔가요?,모프의 정의,morph_define,,,,,
,모프 정의에 대해서 알려주세요.,모프의 정의,morph_define,,,,,
,모프가 뭐에요?,모프의 정의,morph_define,,,,,
,모프가 뭔가요?,모프의 정의,morph_define,,,,,
,모프가 뜻하는 것이 뭐에요?,모프의 정의,morph_define,,,,,
,모프와 혈통의 차이가 뭐에요?,모프와 혈통의 차이,morph_blood,,,,,
,모프와 혈통의 관계에 대해서 설명해주세요.,모프와 혈통의 차이,morph_blood,,,,,
,모프와 혈통 사이의 관계에 대해서 알려주세요.,모프와 혈통의 차이,morph_blood,,,,,
,브리딩하면서 같은 혈통으로 진행하면 모프가 같아지나요?,모프와 혈통의 차이,morph_blood,,,,,
,벅스킨이 뭔가요?,벅스킨,buckskin,,,,,
,벅스킨이 무슨 모프 인가요?,벅스킨,buckskin,,,,,
,벅스킨 특징이 뭐에요?,벅스킨,buckskin,,,,,
,브라운 모프가 뭔가요?,브라운,brown,,,,,
,브라운이 무슨 모프 인가요?,브라운,brown,,,,,
,브라운 특징이 뭐에요?,브라운,brown,,,,,
,레드 색 모프가 뭔가요?,레드,red,,,,,
,레드 색 모프는 무슨 모프 인가요?,레드,red,,,,,
,레드 색 도마뱀의 특징이 뭐에요?,레드,red,,,,,
,오렌지 색 모프가 뭔가요?,오렌지,orange,,,,,
,오렌지 색 모프는 무슨 모프 인가요?,오렌지,orange,,,,,
,오렌지 색 도마뱀의 특징이 뭐에요?,오렌지,orange,,,,,
,노랑색 모프가 뭔가요?,옐로우,yellow,,,,,
,노랑색 모프는 무슨 모프 인가요?,옐로우,yellow,,,,,
,노랑색 도마뱀의 특징이 뭐에요?,옐로우,yellow,,,,,
,옐로우 색 모프가 뭔가요?,옐로우,yellow,,,,,
,옐로우 색 모프는 무슨 모프 인가요?,옐로우,yellow,,,,,
,옐로우 색 도마뱀의 특징이 뭐에요?,옐로우,yellow,,,,,
,올리브 모프가 뭔가요?,올리브,olive,,,,,
,올리브 모프는 무슨 모프 인가요?,올리브,olive,,,,,
,올리브 도마뱀의 특징이 뭐에요?,올리브,olive,,,,,
,라벤더 모프가 뭔가요?,라벤더,lavender,,,,,
,라벤더 모프는 무슨 모프 인가요?,라벤더,lavender,,,,,
,라벤더 도마뱀의 특징이 뭐에요?,라벤더,lavender,,,,,
,패턴리스 모프가 뭔가요?,패턴리스,patternless,,,,,
,패턴리스 모프는 무슨 모프 인가요?,패턴리스,patternless,,,,,
,패턴리스 도마뱀의 특징이 뭐에요?,패턴리스,patternless,,,,,
,솔리드 모프가 뭔가요?,패턴리스,patternless,,,,,
,솔리드 모프는 무슨 모프 인가요?,패턴리스,patternless,,,,,
,솔리드 도마뱀의 특징이 뭐에요?,패턴리스,patternless,,,,,
,바이컬러 모프가 뭔가요?,바이컬러,bicolor,,,,,
,바이컬러 모프는 무슨 모프 인가요?,바이컬러,bicolor,,,,,
,바이컬러 도마뱀의 특징이 뭐에요?,바이컬러,bicolor,,,,,
,플레임 모프가 뭔가요?,플레임(Flame)/파이어(Fire),flame,,,,,
,플레임 모프는 무슨 모프 인가요?,플레임(Flame)/파이어(Fire),flame,,,,,
,플레임 도마뱀의 특징이 뭐에요?,플레임(Flame)/파이어(Fire),flame,,,,,
,파이어 모프가 뭔가요?,플레임(Flame)/파이어(Fire),flame,,,,,
,파이어 모프는 무슨 모프 인가요?,플레임(Flame)/파이어(Fire),flame,,,,,
,파이어 도마뱀의 특징이 뭐에요?,플레임(Flame)/파이어(Fire),flame,,,,,
,타이거 모프가 뭔가요?,타이거(Tiger)/ 브린들(Brindle),tiger,,,,,
,타이거 모프는 무슨 모프 인가요?,타이거(Tiger)/ 브린들(Brindle),tiger,,,,,
,타이거 도마뱀의 특징이 뭐에요?,타이거(Tiger)/ 브린들(Brindle),tiger,,,,,
,브린들 모프가 뭔가요?,타이거(Tiger)/ 브린들(Brindle),tiger,,,,,
,브랜들 모프는 무슨 모프 인가요?,타이거(Tiger)/ 브린들(Brindle),tiger,,,,,
,브린들 도마뱀의 특징이 뭐에요?,타이거(Tiger)/ 브린들(Brindle),tiger,,,,,
,할리퀸 모프가 뭔가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,할리퀸 모프는 무슨 모프 인가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,할리퀸 도마뱀의 특징이 뭐에요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,익스트림 할리퀸 모프가 뭔가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,익스트림 할리퀸 모프는 무슨 모프 인가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,익스트림 할리퀸 도마뱀의 특징이 뭐에요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,할리퀸이 뭔가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,할리퀸이 무슨 모프 인가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,할리퀸 특징이 뭐에요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,익스트림 할리퀸이 뭔가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,익스트림 할리퀸은 무슨 모프 인가요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,익스트림 할리퀸 특징이 뭐에요?,할리퀸(Harlequin)/익스트림 할리 퀸(Extreme harlequin),harlequin,,,,,
,트익할이 뭔가요?,트익할(try Extreme harlequin),triharlequin,,,,,
,트익할이 무슨 모프 인가요?,트익할(try Extreme harlequin),triharlequin,,,,,
,트익할 특징이 뭐에요?,트익할(try Extreme harlequin),triharlequin,,,,,
,크림시클 모프가 뭔가요?,크림시클(Creamsicle),creamsicle,,,,,
,크림시클 모프는 무슨 모프 인가요?,크림시클(Creamsicle),creamsicle,,,,,
,크림시클 도마뱀의 특징이 뭐에요?,크림시클(Creamsicle),creamsicle,,,,,
,블론드 모프가 뭔가요?,블론드,blond,,,,,
,블론드 모프는 무슨 모프 인가요?,블론드,blond,,,,,
,블론드 도마뱀의 특징이 뭐에요?,블론드,blond,,,,,
,할로윈 모프가 뭔가요?,할로윈,halloween,,,,,
,할로윈 모프는 무슨 모프 인가요?,할로윈,halloween,,,,,
,할로윈 도마뱀의 특징이 뭐에요?,할로윈,halloween,,,,,
,모카앤크림 모프가 뭔가요?,모카앤크림,mocha,,,,,
,모카앤크림 모프는 무슨 모프 인가요?,모카앤크림,mocha,,,,,
,모카앤크림 도마뱀의 특징이 뭐에요?,모카앤크림,mocha,,,,,
,크림온크림 모프가 뭔가요?,크림온크림(Cream on cream),cream,,,,,
,크림온크림 모프는 무슨 모프 인가요?,크림온크림(Cream on cream),cream,,,,,
,크림온크림 도마뱀의 특징이 뭐에요?,크림온크림(Cream on cream),cream,,,,,
,달마티안 모프가 뭔가요?,달마티안(Dalmatian),dalmatian,,,,,
,달마티안 모프는 무슨 모프 인가요?,달마티안(Dalmatian),dalmatian,,,,,
,달마티안 도마뱀의 특징이 뭐에요?,달마티안(Dalmatian),dalmatian,,,,,
,핀스트라이프 모프가 뭔가요?,핀스트라이프(Pinstriped),pinstriped,,,,,
,핀스트라이프 모프는 무슨 모프 인가요?,핀스트라이프(Pinstriped),pinstriped,,,,,
,핀스트라이프 도마뱀의 특징이 뭐에요?,핀스트라이프(Pinstriped),pinstriped,,,,,
,대시 핀스트라이프 모프가 뭔가요?,대시 핀스트라이프(Dashed pinstriped),dashed_pinstriped,,,,,
,대시 핀스트라이프 모프는 무슨 모프 인가요?,대시 핀스트라이프(Dashed pinstriped),dashed_pinstriped,,,,,
,대시 핀스트라이프 도마뱀의 특징이 뭐에요?,대시 핀스트라이프(Dashed pinstriped),dashed_pinstriped,,,,,
,파셜 핀스트라이프 모프가 뭔가요?,파셜 핀스트라이프(Parial pinstiped),parial_pinstriped,,,,,
,파셜 핀스트라이프 모프는 무슨 모프 인가요?,파셜 핀스트라이프(Parial pinstiped),parial_pinstriped,,,,,
,파셜 핀스트라이프 도마뱀의 특징이 뭐에요?,파셜 핀스트라이프(Parial pinstiped),parial_pinstriped,,,,,
,풀 핀스트라이프 모프가 뭔가요?,풀 핀스트라이프(Full pinstriped),full_pinstriped,,,,,
,풀 핀스트라이프 모프는 무슨 모프 인가요?,풀 핀스트라이프(Full pinstriped),full_pinstriped,,,,,
,풀 핀스트라이프 도마뱀의 특징이 뭐에요?,풀 핀스트라이프(Full pinstriped),full_pinstriped,,,,,
,리버스 핀스트라이프 모프가 뭔가요?,리버스 핀스트라이프(Reverse pinstriped),reverse_pinstriped,,,,,
,리버스 핀스트라이프 모프는 무슨 모프 인가요?,리버스 핀스트라이프(Reverse pinstriped),reverse_pinstriped,,,,,
,리버스 핀스트라이프 도마뱀의 특징이 뭐에요?,리버스 핀스트라이프(Reverse pinstriped),reverse_pinstriped,,,,,
,팬텀 핀스트라이프 모프가 뭔가요?,팬텀 핀스트라이프(Pantom pinstripe),pantom_pinstriped,,,,,
,팬텀 핀스트라이프 모프는 무슨 모프 인가요?,팬텀 핀스트라이프(Pantom pinstripe),pantom_pinstriped,,,,,
,팬텀 핀스트라이프 도마뱀의 특징이 뭐에요?,팬텀 핀스트라이프(Pantom pinstripe),pantom_pinstriped,,,,,
,쿼드 핀스트라이프 모프가 뭔가요?,쿼드 핀스트라이프(Quad pinstripe),quad_pinstriped,,,,,
,쿼드 핀스트라이프 모프는 무슨 모프 인가요?,쿼드 핀스트라이프(Quad pinstripe),quad_pinstriped,,,,,
,쿼드 핀스트라이프 도마뱀의 특징이 뭐에요?,쿼드 핀스트라이프(Quad pinstripe),quad_pinstriped,,,,,
,스트라이프 모프가 뭔가요?,스트라이프(Striped),striped,,,,,
,스트라이프 모프는 무슨 모프 인가요?,스트라이프(Striped),striped,,,,,
,스트라이프 도마뱀의 특징이 뭐에요?,스트라이프(Striped),striped,,,,,
,화이트 프린지 모프가 뭔가요?,화이트 프린지(White-fringed),white_fringed,,,,,
,화이트 프린지 모프는 무슨 모프 인가요?,화이트 프린지(White-fringed),white_fringed,,,,,
,화이트 프린지 도마뱀의 특징이 뭐에요?,화이트 프린지(White-fringed),white_fringed,,,,,
,화이트 스포트 모프가 뭔가요?,화이트 스포트(White-spot),white_spot,,,,,
,화이트 스포트 모프는 무슨 모프 인가요?,화이트 스포트(White-spot),white_spot,,,,,
,화이트 스포트 도마뱀의 특징이 뭐에요?,화이트 스포트(White-spot),white_spot,,,,,
,쉐브론 모프가 뭔가요?,쉐브론(Chevron),chevron,,,,,
,쉐브론 모프는 무슨 모프 인가요?,쉐브론(Chevron),chevron,,,,,
,쉐브론 도마뱀의 특징이 뭐에요?,쉐브론(Chevron),chevron,,,,,
,크라운 모프가 뭔가요?,크라운(Crowned),crowned,,,,,
,크라운 모프는 무슨 모프 인가요?,크라운(Crowned),crowned,,,,,
,크라운 도마뱀의 특징이 뭐에요?,크라운(Crowned),crowned,,,,,
,가고일 게코가 뭔가요?,가고일 게코,gargoyle,,,,,
,가고일 게코는 어떤 종인가요?,가고일 게코,gargoyle,,,,,
,가고일 게코 특징이 뭐에요?,가고일 게코,gargoyle,,,,,
,안녕,인사,hello,,,,,
,카푸치노가 무엇,카푸치노,cappuccino,,,,,
,카푸치노 모프 설명해줘,카푸치노,cappuccino,,,,,
,카푸치노 뭐야?,카푸치노,cappuccino,,,,,
,카푸치노 설명,카푸치노,cappuccino,,,,,
,프라푸치노 무엇,프라푸치노,frappuccino,,,,,
,프라푸치노 모프 설명해줘,프라푸치노,frappuccino,,,,,
,프라푸치노 뭐야?,프라푸치노,frappuccino,,,,,
,프라푸치노 설명,프라푸치노,frappuccino,,,,,
,슈퍼 유전자 무엇,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼 유전자 모프 설명해줘,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼 유전자 뭐야?,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼 유전자 설명,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼유전자 무엇,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼유전자 모프 설명해줘,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼유전자 뭐야?,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,슈퍼유전자 설명,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,멜라니스틱 무엇,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,멜라니스틱 모프 설명해줘,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,멜라니스틱 뭐야?,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,멜라니스틱 설명,슈퍼 유전자(멜라니스틱),super_gene,,,,,
,아잔틱 무엇,아잔틱,axanthic,,,,,
,아잔틱 모프 설명해줘,아잔틱,axanthic,,,,,
,아잔틱 뭐야?,아잔틱,axanthic,,,,,
,아잔틱 설명,아잔틱,axanthic,,,,,
,릴리화이트 무엇,릴리화이트,lilly_white,,,,,
,릴리화이트 모프 설명해줘,릴리화이트,lilly_white,,,,,
,릴리화이트 뭐야?,릴리화이트,lilly_white,,,,,
,릴리화이트 설명,릴리화이트,lilly_white,,,,,
,릴리 화이트 무엇,릴리화이트,lilly_white,,,,,
,릴리 화이트 모프 설명해줘,릴리화이트,lilly_white,,,,,
,릴리 화이트 뭐야?,릴리화이트,lilly_white,,,,,
,릴리 화이트 설명,릴리화이트,lilly_white,,,,,
,세이블 무엇,세이블,sable,,,,,
,세이블 모프 설명해줘,세이블,sable,,,,,
,세이블 뭐야?,세이블,sable,,,,,
,세이블 설명,세이블,sable,,,,,
,우성과 열성 무엇,우성과 열성,dominant_recessive,,,,,
,우성과 열성 설명해줘,우성과 열성,dominant_recessive,,,,,
,우성과 열성 뭐야?,우성과 열성,dominant_recessive,,,,,
,우성과 열성 설명,우성과 열성,dominant_recessive,,,,,
,우성 열성 무엇,우성과 열성,dominant_recessive,,,,,
,우성 열성 설명해줘,우성과 열성,dominant_recessive,,,,,
,우성 열성 뭐야?,우성과 열성,dominant_recessive,,,,,
,우성 열성 설명,우성과 열성,dominant_recessive,,,,,
,이름이 뭐야?,잘못된 질문,notting,,,,,
,이름이 뭡니까?,잘못된 질문,notting,,,,,
,이름이 뭐에요?,잘못된 질문,notting,,,,,
,이름이 뭐세요?,잘못된 질문,notting,,,,,
,자기 소개를 부탁해,잘못된 질문,notting,,,,,
,자기소개 해줘,잘못된 질문,notting,,,,,
,너는 누구니?,잘못된 질문,notting,,,,,
,니 이름이 뭐야?,잘못된 질문,notting,,,,,
,너는 누구야!!!,잘못된 질문,notting,,,,,
,너는 뭐하는 놈이야?,잘못된 질문,notting,,,,,
,나 궁금한게 있어,잘못된 질문,notting,,,,,
,궁금한게 있는데 알려줄 수 있니?,잘못된 질문,notting,,,,,
,안녕하세요,잘못된 질문,notting,,,,,
,안녕하십니까,잘못된 질문,notting,,,,,
,안녕하시렵니까,잘못된 질문,notting,,,,,
,반갑습니다.,잘못된 질문,notting,,,,,
